Measurement
;BFO_BT_-TEMPLATE_5 nov nod za pec
Graph
;Keysiht MC

Series
;R positive (1V) [Ohm] X-expression: $N11.TM
;Assigned to Axis: time [min]
;R positive (1V) [Ohm] Y-expression: $N12.DF3
;Assigned to Axis: Resistance [Ohm]

;R negative (1V) [Ohm] X-expression: $N11.TM
;Assigned to Axis: time [min]
;R negative (1V) [Ohm] Y-expression: $N13.DF3
;Assigned to Axis: Resistance [Ohm]

Data
;Index;X data for R positive (1V) [Ohm];Y data for R positive (1V) [Ohm];X data for R negative (1V) [Ohm];Y data for R negative (1V) [Ohm];
;31;37.505033329362;686638.226111341;37.505033329362;677663.794727505;
;32;38.7089833302889;630670.516279498;38.7089833302889;622059.602018708;
;33;39.9121500004549;578551.365236584;39.9121500004549;570351.747329613;
;34;41.1169666692149;529993.94746912;41.1169666692149;522263.301132319;
;35;42.3228666675277;484961.348580518;42.3228666675277;477640.228006339;
;36;43.5289499990176;443266.341013661;43.5289499990176;436292.560339261;
;37;44.7318499989342;404905.839147106;44.7318499989342;398347.653931492;
;38;45.9328499995172;369617.445943449;45.9328499995172;363488.324755009;
;39;47.1365000016522;337124.864307242;47.1365000016522;331402.362236038;
;40;48.3258166664746;307673.373946219;48.3258166664746;302323.964313679;
;41;49.5245166623499;280481.30592096;49.5245166623499;275503.344610604;
;42;50.7272833376192;255581.908890161;50.7272833376192;250956.772695903;
;43;51.9339499971829;232828.328688408;51.9339499971829;228539.563626557;
;44;53.1357833370566;212231.765577281;53.1357833370566;208266.080744759;
;45;54.3393333326094;193534.40267542;54.3393333326094;189850.587587569;
;46;55.5361166701186;176645.36323586;55.5361166701186;173242.069411168;
;47;56.7310833348893;161339.244803263;56.7310833348893;158181.044532709;
;48;57.9358333360869;147311.202280377;57.9358333360869;144387.443490364;
;49;59.1389333282132;134584.792456792;59.1389333282132;131876.537185887;
;50;60.3386333375238;123061.171247003;60.3386333375238;120551.934979108;
;51;61.5423999947961;112540.247205907;61.5423999947961;110215.548548296;
;52;62.7413333323784;103018.864814525;62.7413333323784;100864.407976357;
;53;63.9450000040233;94332.9481404618;63.9450000040233;92342.1572420722;
;54;65.1485333300661;86425.8669162646;65.1485333300661;84578.3262964166;
;55;66.352200001711;79243.509758442;66.352200001711;77535.3677580028;
;56;67.5492999970447;72739.3871415676;67.5492999970447;71155.0817892088;
;57;68.7457666662522;66827.3642017839;68.7457666662522;65360.2033486647;
;58;69.9480000010226;61411.9717726013;69.9480000010226;60050.1779286772;
;59;71.1549999983981;56488.2710578389;71.1549999983981;55230.0358608623;
;60;72.3595666664187;52064.3515385016;72.3595666664187;50901.1799402522;
;61;73.5633500036783;48087.4884529918;73.5633500036783;47013.0273098676;
;62;74.768166661961;44493.6841215389;74.768166661961;43497.5510878737;
;63;75.9711666684598;41243.7464169495;75.9711666684598;40316.7282168717;
;64;77.1679833345115;38301.1157115007;77.1679833345115;37436.6384893568;
;65;78.3708333363757;35604.4206448673;78.3708333363757;34798.8279754738;
;66;79.5780666649807;33138.4790763643;79.5780666649807;32383.7342979368;
;67;80.7820500049274;30884.9781643204;80.7820500049274;30182.3921960407;
;68;81.9864333292935;28825.5878978652;81.9864333292935;28168.9347353951;
;69;83.1955000001471;26933.7053775836;83.1955000001471;26317.7286747445;
;70;84.3995499971788;25205.3606761086;84.3995499971788;24628.4187323753;
;71;85.6027166673448;23619.6108905302;85.6027166673448;23078.5385746233;
;72;86.7993999982718;22170.3436181557;86.7993999982718;21662.2764453071;
;73;88.0030999984592;20829.2108853456;88.0030999984592;20350.3516540766;
;74;89.2027833382599;19597.506413284;89.2027833382599;19147.2210680703;
;75;90.4075000004377;18454.5768273261;90.4075000004377;18030.0380433803;
;76;91.6117833286989;17396.0542269802;91.6117833286989;16995.9056863202;
