Measurement
;BFO_BT_-TEMPLATE_5 nov nod za pec
Graph
;4 point R [Ohm]

Series
;4wR_fwd [Ohm] X-expression: $N11.TM
;Assigned to Axis: time [min]
;4wR_fwd [Ohm] Y-expression: $N16.M4
;Assigned to Axis: Resistance [Ohm]

;4wR_rev [Ohm] X-expression: $N11.TM
;Assigned to Axis: time [min]
;4wR_rev [Ohm] Y-expression: $N17.DF1
;Assigned to Axis: Resistance [Ohm]

Data
;Index;X data for 4wR_fwd [Ohm];Y data for 4wR_fwd [Ohm];X data for 4wR_rev [Ohm];Y data for 4wR_rev [Ohm];
;452;544.495966663817;283373.5;544.495966663817;221490.3;
;453;545.710516670952;300760.3;545.710516670952;238096.2;
;454;546.916566663422;320175.4;546.916566663422;256554.8;
;455;548.129549998557;340340.1;548.129549998557;275976.5;
;456;549.344116664724;362446.4;549.344116664724;297123.7;
;457;550.554999997839;386467.8;550.554999997839;320229.7;
;458;551.767483331496;412120.1;551.767483331496;344856.5;
;459;552.980183337349;440348.5;552.980183337349;371947.4;
;460;554.192850004183;471231.5;554.192850004183;401459.5;
;461;555.405833328841;504698.4;555.405833328841;433640.7;
;462;556.611366671277;540928.4;556.611366671277;468321;
;463;557.823533336632;579933.1;557.823533336632;505915.6;
;464;559.035766669549;622465.8;559.035766669549;546840;
;465;560.248899998842;668713.5;560.248899998842;591341;
;466;561.464483337477;718618.4;561.464483337477;639595.8;
;467;562.675699997926;772613;562.675699997926;692271.1;
;468;563.88838333427;830903.6;563.88838333427;749224.5;
;469;565.099283336895;893520.2;565.099283336895;810916.7;
;470;566.298516662791;957698.1;566.298516662791;874676.3;
;471;567.507549994625;1029687;567.507549994625;947604.5;
;472;568.719833336072;1106529;568.719833336072;1026519;
;473;569.930199998198;1188602;569.930199998198;1112280;
;474;571.142700001365;1881505;571.142700001365;1122592;
;475;572.355066669406;1988997;572.355066669406;1193711;
;476;573.568183329189;2104457;573.568183329189;919645.3;
;477;574.782766664866;2201421;574.782766664866;1001334;
;478;575.994966669241;2307626;575.994966669241;1091416;
;479;577.211166664492;2423287;577.211166664492;1162706;
;480;578.4233833279;2548677;578.4233833279;1266771;
;481;579.630016669398;2684072;579.630016669398;1378925;
;482;580.846749994671;2830164;580.846749994671;1499178;
;483;582.05701667117;2988639;582.05701667117;1629184;
;484;583.268450003816;3160736;583.268450003816;1768397;
;485;584.47486666264;3347417;584.47486666264;1918264;
;486;585.678516664775;3545475;585.678516664775;2075856;
;487;586.895516670775;3765918;586.895516670775;2247693;
;488;588.10716666514;4005362;588.10716666514;2432128;
;489;589.319300001953;4264801;589.319300001953;2628119;
;490;590.530383337755;4548633;590.530383337755;2837491;
;491;591.741866668454;4858333;591.741866668454;3061924;
;492;592.946883329423;5196436;592.946883329423;3299755;
;493;594.158266664017;5569706;594.158266664017;3556320;
;494;595.373383329716;5977619;595.373383329716;3831000;
;495;596.584999995539;6431685;596.584999995539;4124130;
;496;597.799916669028;6910024;597.799916669028;4437214;
;497;599.006216662237;7461287;599.006216662237;4768503;
;498;600.216533336788;8037775;600.216533336788;5124833;
;499;601.43481666455;8694216;601.43481666455;5505357;
;500;602.648033330915;9410323;602.648033330915;5911939;
;501;603.858549997676;10239440;603.858549997676;6343273;
;502;605.071266662562;11101060;605.071266662562;6803703;
;503;606.282633338124;9699331;606.282633338124;7294908;
;504;607.489249999635;10350460;607.489249999635;7813035;
;505;608.69185000076;11067470;608.69185000076;8366711;
;506;609.899050000822;11836380;609.899050000822;8951914;
;507;611.11231666524;12664000;611.11231666524;9584665;
;508;612.324483330594;13582710;612.324483330594;10256170;
;509;613.528583336156;14535690;613.528583336156;10971350;
;510;614.726883337134;15605240;614.726883337134;11718720;
;511;615.939650000073;16737160;615.939650000073;12523500;
;512;617.138566668145;17964330;617.138566668145;13375520;
;513;618.349533338333;19250530;618.349533338333;14286240;
;514;619.565033329418;20695940;619.565033329418;15258550;
;515;620.777216664283;22271780;620.777216664283;16293000;
;516;621.997983329929;23968540;621.997983329929;17391340;
;517;623.201150000095;25905890;623.201150000095;18556040;
;518;624.399266667897;27873500;624.399266667897;19785890;
;519;625.612000002293;29985730;625.612000002293;21097470;
;520;626.827699996065;32548190;626.827699996065;22497930;
;521;628.039383329451;35203600;628.039383329451;23985630;
;522;629.242049998138;37978150;629.242049998138;25548820;
;523;630.464599997504;41001810;630.464599997504;27222720;
;524;631.678116662661;44602270;631.678116662661;29017030;
;525;632.885066661984;48417530;632.885066661984;30906030;
;526;634.097083333181;52793780;634.097083333181;32896170;
;527;635.312533336692;57525170;635.312533336692;35019420;
;528;636.52164999512;62584310;636.52164999512;37262200;
;529;637.729616666911;68925730;637.729616666911;39638980;
;530;638.942050002515;74696810;638.942050002515;42177200;
;531;640.149716665037;82026410;640.149716665037;44858390;
;532;641.363133334089;91465990;641.363133334089;47700200;
;533;642.577833335381;101423800;642.577833335381;50717850;
;534;643.795683329226;110437400;643.795683329226;53916170;
;535;NAN;NAN;644.993299995549;57278490;
;536;NAN;NAN;646.206083327997;60846860;
;537;NAN;NAN;647.410349997226;64603090;
;538;NAN;NAN;648.616216666996;68613870;
;539;NAN;NAN;649.831600002945;72852930;
;540;NAN;NAN;651.042533334112;77335890;
;541;NAN;NAN;652.253433336737;82082610;
;542;NAN;NAN;653.467016669456;87099160;
;543;NAN;NAN;654.67220000457;92370760;
;544;NAN;NAN;655.875416662311;97982810;
;545;NAN;NAN;657.085833332967;103865300;
;546;NAN;NAN;658.296933338279;110109100;
;547;NAN;NAN;659.504166666884;116743300;
;548;NAN;NAN;NAN;NAN;
;549;NAN;NAN;NAN;NAN;
;550;NAN;NAN;NAN;NAN;
;551;NAN;NAN;NAN;NAN;
;552;NAN;NAN;NAN;NAN;
;553;NAN;NAN;NAN;NAN;
;554;NAN;NAN;NAN;NAN;
;555;NAN;NAN;NAN;NAN;
;556;NAN;NAN;NAN;NAN;
;557;NAN;NAN;NAN;NAN;
;558;NAN;NAN;NAN;NAN;
;559;NAN;NAN;NAN;NAN;
;560;NAN;NAN;NAN;NAN;
;561;NAN;NAN;NAN;NAN;
;562;NAN;NAN;NAN;NAN;
;563;NAN;NAN;NAN;NAN;
;564;NAN;NAN;NAN;NAN;
;565;NAN;NAN;NAN;NAN;
;566;NAN;NAN;NAN;NAN;
;567;NAN;NAN;NAN;NAN;
;568;NAN;NAN;NAN;NAN;
;569;NAN;NAN;NAN;NAN;
;570;NAN;NAN;NAN;NAN;
;571;NAN;NAN;NAN;NAN;
;572;NAN;NAN;NAN;NAN;
;573;NAN;NAN;NAN;NAN;
;574;NAN;NAN;NAN;NAN;
;575;NAN;NAN;NAN;NAN;
;576;NAN;NAN;NAN;NAN;
;577;NAN;NAN;NAN;NAN;
;578;NAN;NAN;NAN;NAN;
;579;NAN;NAN;NAN;NAN;
;580;NAN;NAN;NAN;NAN;
;581;NAN;NAN;NAN;NAN;
;582;NAN;NAN;NAN;NAN;
;583;NAN;NAN;NAN;NAN;
;584;NAN;NAN;NAN;NAN;
;585;NAN;NAN;NAN;NAN;
;586;NAN;NAN;NAN;NAN;
;587;NAN;NAN;NAN;NAN;
;588;NAN;NAN;NAN;NAN;
;589;NAN;NAN;NAN;NAN;
;590;NAN;NAN;NAN;NAN;
;591;NAN;NAN;NAN;NAN;
;592;NAN;NAN;NAN;NAN;
;593;NAN;NAN;NAN;NAN;
;594;NAN;NAN;NAN;NAN;
;595;NAN;NAN;NAN;NAN;
;596;NAN;NAN;NAN;NAN;
;597;NAN;NAN;NAN;NAN;
;598;NAN;NAN;NAN;NAN;
;599;NAN;NAN;NAN;NAN;
;600;NAN;NAN;NAN;NAN;
;601;NAN;NAN;NAN;NAN;
;602;NAN;NAN;NAN;NAN;
;603;NAN;NAN;NAN;NAN;
;604;NAN;NAN;NAN;NAN;
;605;NAN;NAN;NAN;NAN;
;606;NAN;NAN;NAN;NAN;
;607;NAN;NAN;NAN;NAN;
;608;NAN;NAN;NAN;NAN;
;609;NAN;NAN;NAN;NAN;
;610;NAN;NAN;NAN;NAN;
;611;NAN;NAN;NAN;NAN;
;612;NAN;NAN;NAN;NAN;
;613;NAN;NAN;NAN;NAN;
;614;NAN;NAN;NAN;NAN;
;615;NAN;NAN;NAN;NAN;
;616;NAN;NAN;NAN;NAN;
;617;NAN;NAN;NAN;NAN;
;618;NAN;NAN;NAN;NAN;
;619;NAN;NAN;NAN;NAN;
;620;NAN;NAN;NAN;NAN;
;621;NAN;NAN;NAN;NAN;
;622;NAN;NAN;NAN;NAN;
;623;NAN;NAN;NAN;NAN;
;624;NAN;NAN;NAN;NAN;
;625;NAN;NAN;NAN;NAN;
;626;NAN;NAN;NAN;NAN;
;627;NAN;NAN;NAN;NAN;
;628;NAN;NAN;NAN;NAN;
;629;NAN;NAN;NAN;NAN;
;630;NAN;NAN;NAN;NAN;
;631;NAN;NAN;NAN;NAN;
;632;NAN;NAN;NAN;NAN;
;633;NAN;NAN;NAN;NAN;
;634;NAN;NAN;NAN;NAN;
;635;NAN;NAN;NAN;NAN;
;636;NAN;NAN;NAN;NAN;
;637;NAN;NAN;NAN;NAN;
;638;NAN;NAN;NAN;NAN;
;639;NAN;NAN;NAN;NAN;
;640;NAN;NAN;NAN;NAN;
;641;NAN;NAN;NAN;NAN;
;642;NAN;NAN;NAN;NAN;
;643;NAN;NAN;NAN;NAN;
;644;NAN;NAN;NAN;NAN;
;645;NAN;NAN;NAN;NAN;
;646;NAN;NAN;NAN;NAN;
;647;NAN;NAN;NAN;NAN;
;648;NAN;NAN;NAN;NAN;
;649;NAN;NAN;NAN;NAN;
;650;NAN;NAN;NAN;NAN;
;651;NAN;NAN;NAN;NAN;
;652;NAN;NAN;NAN;NAN;
;653;NAN;NAN;NAN;NAN;
;654;NAN;NAN;NAN;NAN;
;655;NAN;NAN;NAN;NAN;
;656;NAN;NAN;NAN;NAN;
;657;NAN;NAN;NAN;NAN;
;658;NAN;NAN;NAN;NAN;
;659;NAN;NAN;NAN;NAN;
;660;NAN;NAN;NAN;NAN;
;661;NAN;NAN;NAN;NAN;
;662;NAN;NAN;NAN;NAN;
;663;NAN;NAN;NAN;NAN;
;664;NAN;NAN;NAN;NAN;
;665;NAN;NAN;NAN;NAN;
;666;NAN;NAN;NAN;NAN;
;667;NAN;NAN;NAN;NAN;
;668;NAN;NAN;NAN;NAN;
;669;NAN;NAN;NAN;NAN;
;670;NAN;NAN;NAN;NAN;
;671;NAN;NAN;NAN;NAN;
;672;NAN;NAN;NAN;NAN;
;673;NAN;NAN;NAN;NAN;
;674;NAN;NAN;NAN;NAN;
;675;NAN;NAN;NAN;NAN;
