Measurement
;BFO_BT_-TEMPLATE_5 nov nod za pec
Graph
;Seebeck

Series
;Delta T [C] X-expression: $N11.TM
;Assigned to Axis: time [min]
;Delta T [C] Y-expression: (TCS($N7.MV.TT2($N6.M2)))-(TCS($N8.MV.TT2($N6.M2)))
;Assigned to Axis: delta T [°C]

;Thermovoltage forw  [V] X-expression: $N11.TM
;Assigned to Axis: time [min]
;Thermovoltage forw  [V] Y-expression: $N9.DF1
;Assigned to Axis: Thermo voltage [V]

;Seebeck (back thermo) [V/K] X-expression: $N11.TM
;Assigned to Axis: time [min]
;Seebeck (back thermo) [V/K] Y-expression: $N10.DF1/(TCS($N7.MV. TT2($N6.M2))-TCS($N8.MV. TT2($N6.M2)))
;Assigned to Axis: Seebeck [V/K]

;Thermovoltage back [V] X-expression: $N11.TM
;Assigned to Axis: time [min]
;Thermovoltage back [V] Y-expression: $N10.DF1
;Assigned to Axis: Thermo voltage [V]

Data
;Index;X data for Delta T [C];Y data for Delta T [C];X data for Thermovoltage forw  [V];Y data for Thermovoltage forw  [V];X data for Seebeck (back thermo) [V/K];Y data for Seebeck (back thermo) [V/K];X data for Thermovoltage back [V];Y data for Thermovoltage back [V];
;389;468.187149998266;12.8022673878372;468.187149998266;0.1771963;468.187149998266;-0.0138410091456413;468.187149998266;-0.1771963;
;390;469.394300000276;12.8454415651127;469.394300000276;0.1791007;469.394300000276;-0.0139436779259078;469.394300000276;-0.1791127;
;391;470.607683330309;12.9002232850876;470.607683330309;0.1810169;470.607683330309;-0.0140332299681408;470.607683330309;-0.1810318;
;392;471.82265000185;12.9839122082035;471.82265000185;0.1829389;471.82265000185;-0.0140912305217531;471.82265000185;-0.1829593;
;393;473.038233330008;13.0118363390959;473.038233330008;0.1848685;473.038233330008;-0.0142098313551988;473.038233330008;-0.184896;
;394;474.239383335225;13.0230820038161;474.239383335225;0.1867982;474.239383335225;-0.0143458361043304;474.239383335225;-0.186827;
;395;475.446966671152;13.0863150709767;475.446966671152;0.1887293;475.446966671152;-0.0144245724618574;475.446966671152;-0.1887645;
;396;476.65891666431;13.0997165871776;476.65891666431;0.1906723;476.65891666431;-0.0145585287079169;476.65891666431;-0.1907126;
;397;477.869333334966;13.1785261845573;477.869333334966;0.1926253;477.869333334966;-0.0146199504634875;477.869333334966;-0.1926694;
;398;479.081866666675;13.1811546181548;479.081866666675;0.194589;479.081866666675;-0.0147663391894303;479.081866666675;-0.1946374;
;399;480.294399998384;13.2686541561552;480.294399998384;0.196556;480.294399998384;-0.0148175389671148;480.294399998384;-0.1966088;
;400;481.500516668893;13.3092304511557;481.500516668893;0.1985248;481.500516668893;-0.0149205546277664;481.500516668893;-0.1985811;
;401;482.710733336862;13.3468981972258;482.710733336862;0.2005112;482.710733336862;-0.0150274915591766;482.710733336862;-0.2005704;
;402;483.925466666697;13.3774078778811;483.925466666697;0.2025052;483.925466666697;-0.0151430607371215;483.925466666697;-0.2025749;
;403;485.141499998281;13.4267536157099;485.141499998281;0.2045134;485.141499998281;-0.0152370934818248;485.141499998281;-0.2045847;
;404;486.357833328657;13.5208180842218;486.357833328657;0.2065303;486.357833328657;-0.0152805029039699;486.357833328657;-0.2066049;
;405;487.569349998375;13.547069539465;487.569349998375;0.2085591;487.569349998375;-0.0154009396196131;487.569349998375;-0.2086376;
