Measurement
;BCTZ_16cikel za lukata loceno
Graph
;Flow

Series
;Flow [ml/min] X-expression: $N11.TM
;Assigned to Axis: time [min]
;Flow [ml/min] Y-expression: $N11.FL
;Assigned to Axis: FLow [ml/min]

Data
;Index;X data for Flow [ml/min];Y data for Flow [ml/min];
;0;0;199.375900268555;
;1;0.109233339317143;199.286285400391;
;2;0.168116670101881;199.351608276367;
;3;0.226216670125723;199.370742797852;
;4;0.284300000639632;199.338073730469;
;5;0.343183341901749;199.32373046875;
;6;0.401000002166256;199.282028198242;
;7;0.459116671700031;199.271713256836;
;8;0.515866671921685;199.285568237305;
;9;0.572350001893938;199.332931518555;
;10;0.630666674114764;199.287399291992;
;11;0.689000005368143;199.241027832031;
;12;0.747616665903479;199.248107910156;
;13;0.805400008102879;199.244445800781;
;14;0.863999999128282;199.281555175781;
;15;0.92208334011957;199.200454711914;
;16;0.980966670904309;199.2373046875;
;17;1.03903333190829;199.259826660156;
;18;1.097650002921;199.224502563477;
;19;1.15441667265259;199.224395751953;
;20;1.21221667388454;199.172592163086;
;21;1.27030000439845;199.181228637695;
;22;1.3267833343707;199.201293945313;
;23;1.38353333459236;199.172958374023;
;24;1.44000000553206;199.149383544922;
;25;1.49861666606739;199.151062011719;
;26;1.55698333634064;199.161697387695;
;27;1.61481666611508;199.112869262695;
;28;1.67130000656471;199.16960144043;
;29;1.72805000678636;199.100128173828;
;30;1.78638333803974;199.139144897461;
;31;1.84473333880305;199.174346923828;
;32;1.90306667005643;199.15087890625;
;33;1.96141667081974;199.099258422852;
;34;2.02005000086501;199.096405029297;
;35;2.07810000283644;199.132064819336;
;36;2.13671667384915;199.070404052734;
;37;2.19345000456087;199.129867553711;
;38;2.25128333433531;199.099319458008;
;39;2.30963333509862;199.099853515625;
;40;2.36770000657998;199.070404052734;
;41;2.42605000734329;199.056762695313;
;42;2.48520000837743;199.045974731445;
;43;2.54330000840127;199.093078613281;
;44;2.6010833401233;199.072357177734;
;45;2.65941667137668;199.041168212891;
;46;2.71778334164992;199.0771484375;
;47;2.7761166729033;198.988983154297;
;48;2.83471667440608;199.060760498047;
;49;2.89308333420195;199.024536132813;
;50;2.95111666666344;198.933242797852;
;51;3.00950000644662;198.962936401367;
;52;3.06785000720993;199.01741027832;
;53;3.12673333799466;199.006591796875;
;54;3.18454999825917;198.995086669922;
;55;3.24263333925046;198.986129760742;
;56;3.30150000052527;199.015121459961;
;57;3.35931667126715;198.973205566406;
;58;3.41765000252053;198.957290649414;
;59;3.47443334176205;198.965728759766;
;60;3.53251667227596;198.955459594727;
;61;3.59086667303927;198.965408325195;
;62;3.64920000429265;198.898773193359;
;63;3.7067333352752;198.971725463867;
;64;3.76430000527762;198.950820922852;
;65;3.82235000724904;198.938232421875;
;66;3.87938333675265;198.889541625977;
;67;3.93800000776537;198.883071899414;
;68;3.9955666672904;198.888442993164;
;69;4.05205000774004;198.916305541992;
;70;4.10881666699424;198.961120605469;
;71;4.16690000798553;198.888656616211;
;72;4.22603333950974;198.862991333008;
;73;4.28358334000222;198.844650268555;
;74;4.34220000053756;198.892684936523;
;75;4.40051667275839;198.846527099609;
;76;4.45888333255425;198.844268798828;
;77;4.5172500028275;198.867813110352;
;78;4.57588333287276;198.889801025391;
;79;4.63395000435412;198.845916748047;
;80;4.69203333486803;198.796020507813;
;81;4.74878333508968;198.802017211914;
;82;4.80953333666548;198.873489379883;
;83;4.86708333715796;198.790145874023;
;84;4.92543333792128;198.771286010742;
;85;4.98381666722707;198.840301513672;
;86;5.04214999848045;198.768783569336;
;87;5.10101667023264;198.802383422852;
;88;5.15856667072512;198.801849365234;
;89;5.21505000069737;198.755706787109;
;90;5.27206667116843;198.757431030273;
;91;5.33040000242181;198.727203369141;
;92;5.38875000318512;198.756408691406;
;93;5.44710000394844;198.76530456543;
;94;5.50571667496115;198.752532958984;
;95;5.56353333522566;198.816711425781;
;96;5.62053333618678;198.787460327148;
;97;5.67806666716933;198.778915405273;
;98;5.73666666867211;198.796905517578;
;99;5.79480000771582;198.751358032227;
;100;5.8531333389692;198.794281005859;
;101;5.91146667022258;198.786392211914;
;102;5.97006667172536;198.717956542969;
;103;6.02815000223927;198.708709716797;
;104;6.08676667325199;198.663360595703;
;105;6.14481667522341;198.721405029297;
;106;6.20156666496769;198.708786010742;
;107;6.259916665731;198.697677612305;
;108;6.31800000672229;198.685928344727;
;109;6.37686666799709;198.699615478516;
;110;6.43706667004153;198.761535644531;
;111;6.49513334152289;198.644836425781;
;112;6.5532166720368;198.714248657227;
;113;6.61181667353958;198.578308105469;
;114;6.67045000358485;198.694030761719;
;115;6.72880000434816;198.659103393555;
;116;6.78715000511147;198.683609008789;
;117;6.84523333562538;198.644226074219;
;118;6.90331666613929;198.634170532227;
;119;6.9616666669026;198.636489868164;
;120;7.01971666887402;198.660522460938;
;121;7.07673333934508;198.575546264648;
;122;7.13480000034906;198.634170532227;
;123;7.19313333160244;198.659301757813;
;124;7.2512000030838;198.599395751953;
;125;7.31006667483598;198.645263671875;
;126;7.36841666512191;198.617797851562;
;127;7.42653333465569;198.561264038086;
;128;7.48671666719019;198.613952636719;
;129;7.54480000818148;198.621520996094;
;130;7.60313333943486;198.60710144043;
;131;7.66173334093764;198.620895385742;
;132;7.72008334170096;198.611145019531;
;133;7.77816667221487;198.563598632813;
;134;7.83653333201073;198.582672119141;
;135;7.89541667327285;198.587539672852;
;136;7.9532166745048;198.580795288086;
;137;8.01156667526811;198.587463378906;
;138;8.07046666508541;198.651916503906;
;139;8.12851666705683;198.589385986328;
;140;8.18713333806954;198.534423828125;
;141;8.24519999907352;198.513931274414;
;142;8.30328334006481;198.534851074219;
;143;8.36190000060014;198.531555175781;
;144;8.42053334112279;198.552093505859;
;145;8.47806667210534;198.533584594727;
;146;8.53668333264068;198.475357055664;
;147;8.59503333340399;198.507263183594;
;148;8.65418333443813;198.451965332031;
;149;8.71171666542068;198.506942749023;
;150;8.77006666618399;198.502532958984;
;151;8.82866666768678;198.46012878418;
;152;8.88678333722055;198.449508666992;
;153;8.94511666847393;198.427886962891;
;154;9.00319999898784;198.462860107422;
;155;9.06208334024996;198.473510742187;
;156;9.12015000125393;198.505554199219;
;157;9.17853334103711;198.515487670898;
;158;9.23661667155102;198.469299316406;
;159;9.29550000233576;198.453262329102;
;160;9.35305000282824;198.48649597168;
;161;9.40983333159238;198.493118286133;
;162;9.46631667204201;198.430114746094;
;163;9.52465000329539;198.418685913086;
;164;9.5827333338093;198.440383911133;
;165;9.6394666749984;198.403228759766;
;166;9.69756667502224;198.46369934082;
;167;9.75406667450443;198.399017333984;
;168;9.81133333523758;198.434524536133;
;169;9.86941666575149;198.419723510742;
;170;9.9277666665148;198.425704956055;
;171;9.98610000824556;198.41471862793;
;172;10.0447166687809;198.363204956055;
;173;10.1022666692734;198.405380249023;
;174;10.1592666702345;198.372360229492;
;175;10.2186666720081;198.344833374023;
;176;10.2754500007723;198.397018432617;
;177;10.334066671785;198.356491088867;
;178;10.3924166725483;198.377685546875;
;179;10.4510333330836;198.403411865234;
;180;10.5088333343156;198.335189819336;
;181;10.5655833345372;198.302642822266;
;182;10.6220500054769;198.321273803711;
;183;10.6801166664809;198.350234985352;
;184;10.737133336952;198.379455566406;
;185;10.7952166674659;198.359939575195;
;186;10.8535666682292;198.368865966797;
;187;10.9119166689925;198.32682800293;
;188;10.9702666697558;198.309906005859;
;189;11.0285833314992;198.311981201172;
;190;11.0872166720219;198.365097045898;
;191;11.1452833330259;198.3564453125;
;192;11.202016674215;198.319869995117;
;193;11.260083335219;198.312423706055;
;194;11.3184500054922;198.305328369141;
;195;11.3765166664962;198.284027099609;
;196;11.4332500076853;198.360427856445;
;197;11.4916000084486;198.324493408203;
;198;11.5504666697234;198.307846069336;
;199;11.6082666709553;198.289505004883;
;200;11.6647500009276;198.274688720703;
;201;11.7236333317123;198.287063598633;
;202;11.7817000031937;198.280685424805;
;203;11.8397833337076;198.232421875;
;204;11.8978666746989;198.283645629883;
;205;11.9565166742541;198.249282836914;
;206;12.014600004768;198.254791259766;
;207;12.0732333348133;198.241958618164;
;208;12.1313000062946;198.323028564453;
;209;12.1896666660905;198.208892822266;
;210;12.2482666675933;198.279098510742;
;211;12.3065833398141;198.240676879883;
;212;12.36494999961;198.186019897461;
;213;12.4230166710913;198.294845581055;
;214;12.4818833323661;198.179916381836;
;215;12.5402500026394;198.218353271484;
;216;12.5983166741207;198.228652954102;
;217;12.6563833351247;198.209884643555;
;218;12.714733335888;198.2412109375;
;219;12.7730666671414;198.218627929687;
;220;12.8319500084035;198.158004760742;
;221;12.8897833381779;198.196670532227;
;222;12.9480999999214;198.203231811523;
;223;13.0067166709341;198.184020996094;
;224;13.0661166727077;198.252838134766;
;225;13.1234000029508;198.122039794922;
;226;13.1815000029746;198.178009033203;
;227;13.239833334228;198.173477172852;
;228;13.2981833349913;198.165954589844;
;229;13.3562666655052;198.176010131836;
;230;13.414600007236;198.133163452148;
;231;13.4718833374791;198.137649536133;
;232;13.529700008221;198.136459350586;
;233;13.5877833387349;198.208801269531;
;234;13.6442666687071;198.151901245117;
;235;13.7010166689288;198.167846679687;
;236;13.7598999997135;198.131942749023;
;237;13.8174333411735;198.132720947266;
;238;13.8747166714165;198.093704223633;
;239;13.9330666721798;198.132888793945;
;240;13.9906333317049;198.102844238281;
;241;14.0489666734356;198.136077880859;
;242;14.107300004689;198.103225708008;
;243;14.1659166652244;198.094802856445;
;244;14.2245166667271;198.115112304687;
;245;14.2826000077184;198.084655761719;
;246;14.3406833382323;198.099349975586;
;247;14.3990166694857;198.088241577148;
;248;14.457366670249;198.077407836914;
;249;14.5162500010338;198.076782226562;
;250;14.5743166725151;198.070892333984;
;251;14.632683332311;198.058746337891;
;252;14.6907333342824;198.043838500977;
;253;14.7496166650672;198.023956298828;
;254;14.807716665091;198.048934936523;
;255;14.8660500068218;198.05192565918;
;256;14.9238666670863;198.031723022461;
;257;14.9806166673079;198.06233215332;
